,Unnamed: 0,state,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,childcare_cost,taxes,total_cost,median_family_income,latitude,longitude,name,FIPS_Code,State,Area_name,Rural_urban_continuum_code_2013,Urban_influence_code_2013,City/Suburb/Town/Rural,Metro_2013,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009,Civilian_labor_force_2010,Employed_2010,Unemployed_2010,Unemployment_rate_2010,Civilian_labor_force_2011,Employed_2011,Unemployed_2011,Unemployment_rate_2011,Civilian_labor_force_2012,Employed_2012,Unemployed_2012,Unemployment_rate_2012,Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Civilian_labor_force_2015,Employed_2015,Unemployed_2015,Unemployment_rate_2015,Civilian_labor_force_2016,Employed_2016,Unemployed_2016,Unemployment_rate_2016,Civilian_labor_force_2017,Employed_2017,Unemployed_2017,Unemployment_rate_2017,Civilian_labor_force_2018,Employed_2018,Unemployed_2018,Unemployment_rate_2018,Civilian_labor_force_2019,Employed_2019,Unemployed_2019,Unemployment_rate_2019,Civilian_labor_force_2020,Employed_2020,Unemployed_2020,Unemployment_rate_2020,Median_Household_Income_2019,Med_HH_Income_Percent_of_State_Total_2019,NAME,2006_Age0_Sex0,2007_Age0_Sex0,2008_Age0_Sex0,2009_Age0_Sex0,2010_Age0_Sex0,2011_Age0_Sex0,2012_Age0_Sex0,2013_Age0_Sex0,2014_Age0_Sex0,2015_Age0_Sex0
34,33,NV,11752.710806117646,9006.603507529411,14758.563785647058,14747.497512705882,7521.918270352941,11146.450382117646,6991.566199764705,75925.31020235295,74772.6270680147,38.80261,-116.419389,Nevada,32000,NV,Nevada,,,,,"1,070,776","1,026,650","44,126",4.1,"1,113,529","1,055,769","57,760",5.2,"1,134,096","1,069,601","64,495",5.7,"1,150,376","1,089,893","60,483",5.3,"1,178,651","1,126,205","52,446",4.4,"1,228,449","1,177,587","50,862",4.1,"1,291,512","1,239,263","52,249",4.0,"1,344,209","1,282,414","61,795",4.6,"1,373,107","1,278,789","94,318",6.9,"1,367,367","1,207,052","160,315",11.7,"1,358,860","1,171,879","186,981",13.8,"1,360,791","1,179,653","181,138",13.3,"1,366,208","1,207,733","158,475",11.6,"1,370,727","1,234,021","136,706",10.0,"1,380,084","1,267,424","112,660",8.2,"1,396,761","1,301,094","95,667",6.8,"1,414,233","1,332,390","81,843",5.8,"1,453,132","1,380,207","72,925",5.0,"1,505,604","1,439,599","66,005",4.4,"1,566,380","1,505,228","61,152",3.9,"1,530,872","1,334,416","196,456",12.8,"63,268",100.0,Nevada,471408,472055,529094,565573,589059,560498,580575,551933,416208,341952
35,34,NY,14128.711020387096,8762.145678387096,13017.763703806451,12217.500263612905,8294.260118709677,18234.22963548387,12109.444072064516,86764.05435290321,80175.48834425403,43.299428,-74.217933,New York,36000,NY,New York,,,,,"9,140,541","8,727,537","413,004",4.5,"9,126,538","8,680,547","445,991",4.9,"9,294,770","8,718,237","576,533",6.2,"9,283,810","8,689,954","593,856",6.4,"9,359,930","8,816,050","543,880",5.8,"9,455,488","8,986,176","469,312",5.0,"9,520,386","9,090,969","429,417",4.5,"9,511,023","9,088,287","422,736",4.4,"9,641,100","9,121,271","519,829",5.4,"9,664,010","8,853,905","810,105",8.4,"9,630,297","8,790,607","839,690",8.7,"9,537,752","8,741,662","796,090",8.3,"9,602,599","8,775,083","827,516",8.6,"9,632,949","8,880,792","752,157",7.8,"9,523,567","8,925,328","598,239",6.3,"9,536,519","9,035,989","500,530",5.2,"9,527,021","9,062,866","464,155",4.9,"9,548,964","9,106,046","442,918",4.6,"9,511,244","9,121,642","389,602",4.1,"9,507,139","9,143,287","363,852",3.8,"9,289,171","8,361,006","928,165",10.0,"72,038",100.0,New York,2602283,2541757,2156461,2172693,2245437,2155975,2073007,2036206,1654986,1351396
36,35,OH,10219.128952909092,7613.183518363636,13150.143775363636,11501.11904168182,6461.350079318181,10213.477841727272,5941.784316272728,65100.18750818182,70903.52871981534,40.417287,-82.907123,Ohio,39000,OH,Ohio,,,,,"5,781,442","5,544,340","237,102",4.1,"5,821,151","5,566,414","254,737",4.4,"5,827,493","5,490,092","337,401",5.8,"5,862,996","5,498,959","364,037",6.2,"5,853,714","5,487,218","366,496",6.3,"5,880,691","5,531,429","349,262",5.9,"5,957,220","5,635,968","321,252",5.4,"6,017,203","5,679,258","337,945",5.6,"6,002,468","5,609,101","393,367",6.6,"5,904,847","5,304,803","600,044",10.2,"5,871,473","5,267,304","604,169",10.3,"5,773,480","5,263,728","509,752",8.8,"5,712,475","5,290,392","422,083",7.4,"5,706,777","5,281,459","425,318",7.5,"5,713,176","5,381,787","331,389",5.8,"5,710,776","5,427,850","282,926",5.0,"5,754,480","5,464,097","290,383",5.0,"5,796,594","5,508,224","288,370",5.0,"5,790,602","5,529,707","260,895",4.5,"5,842,249","5,599,016","243,233",4.2,"5,754,286","5,285,484","468,802",8.1,"58,704",100.0,Ohio,1209675,1182044,1261883,1358090,1384046,1338208,1294898,1248847,947102,735492
37,36,OK,9835.392297194803,8258.433600935065,13860.077201298702,13996.42816394805,6556.106677558441,10655.577850597405,7948.659703324676,71110.67537298701,61805.006493506495,35.007752,-97.092877,Oklahoma,40000,OK,Oklahoma,,,,,"1,655,517","1,605,949","49,568",3.0,"1,672,620","1,611,746","60,874",3.6,"1,685,334","1,607,453","77,881",4.6,"1,686,378","1,595,412","90,966",5.4,"1,690,505","1,610,799","79,706",4.7,"1,709,289","1,635,004","74,285",4.3,"1,714,440","1,647,518","66,922",3.9,"1,723,271","1,654,796","68,475",4.0,"1,740,886","1,678,409","62,477",3.6,"1,769,447","1,653,357","116,090",6.6,"1,765,708","1,650,502","115,206",6.5,"1,767,056","1,668,235","98,821",5.6,"1,794,901","1,703,624","91,277",5.1,"1,799,525","1,707,220","92,305",5.1,"1,797,769","1,719,826","77,943",4.3,"1,829,046","1,750,501","78,545",4.3,"1,828,055","1,743,225","84,830",4.6,"1,831,380","1,757,627","73,753",4.0,"1,838,412","1,778,445","59,967",3.3,"1,845,657","1,788,375","57,282",3.1,"1,848,485","1,734,924","113,561",6.1,"54,447",100.0,Oklahoma,646840,598090,660010,666731,691408,695537,684288,659369,576768,522022
38,37,OR,13871.104395333334,9101.673092,14027.645025,12768.552422333332,8323.943243666667,12415.406518666668,13309.707870666669,83818.03268333332,68232.7333984375,43.804133,-120.554201,Oregon,41000,OR,Oregon,,,,,"1,811,837","1,717,623","94,214",5.2,"1,815,076","1,699,359","115,717",6.4,"1,834,254","1,696,894","137,360",7.5,"1,846,328","1,698,482","147,846",8.0,"1,845,407","1,709,561","135,846",7.4,"1,848,897","1,734,710","114,187",6.2,"1,881,770","1,780,651","101,119",5.4,"1,910,890","1,812,303","98,587",5.2,"1,946,539","1,825,256","121,283",6.2,"1,968,365","1,755,156","213,209",10.8,"1,991,749","1,778,034","213,715",10.7,"1,995,931","1,804,257","191,674",9.6,"1,964,662","1,791,248","173,414",8.8,"1,924,692","1,775,139","149,553",7.8,"1,950,128","1,820,202","129,926",6.7,"1,979,475","1,871,286","108,189",5.5,"2,042,929","1,946,233","96,696",4.7,"2,080,801","1,996,375","84,426",4.1,"2,087,262","2,003,573","83,689",4.0,"2,106,948","2,029,051","77,897",3.7,"2,104,657","1,945,212","159,445",7.6,"66,955",100.0,Oregon,615610,608893,579896,628573,639710,589681,566354,560102,378857,278293
39,38,PA,11177.236365850747,8430.996852716418,13227.439709731343,11260.004017253732,7104.836182925374,12808.142150328358,8105.685545731343,72114.3407641791,73501.25064132463,41.203322,-77.194525,Pennsylvania,42000,PA,Pennsylvania,,,,,"6,105,742","5,848,152","257,590",4.2,"6,178,900","5,882,813","296,087",4.8,"6,214,539","5,869,299","345,240",5.6,"6,157,935","5,808,102","349,833",5.7,"6,212,828","5,878,607","334,221",5.4,"6,256,642","5,943,887","312,755",5.0,"6,297,964","6,002,761","295,203",4.7,"6,346,588","6,057,645","288,943",4.6,"6,439,786","6,096,818","342,968",5.3,"6,400,238","5,890,073","510,165",8.0,"6,360,605","5,838,498","522,107",8.2,"6,381,749","5,886,748","495,001",7.8,"6,449,023","5,955,409","493,614",7.7,"6,419,837","5,962,130","457,707",7.1,"6,389,059","6,010,075","378,984",5.9,"6,423,155","6,076,402","346,753",5.4,"6,458,891","6,114,644","344,247",5.3,"6,421,994","6,101,860","320,134",5.0,"6,432,154","6,145,958","286,196",4.4,"6,496,785","6,206,707","290,078",4.5,"6,387,869","5,807,942","579,927",9.1,"63,455",100.0,Pennsylvania,1197745,1167286,1080141,1203026,1254674,1249474,1210961,1204620,1047882,786343
40,39,RI,16594.7252544,10320.3034872,12764.529648,9078.537864,9752.3763576,14802.695184,10199.6026344,83512.769736,101153.2484375,41.580095,-71.477429,Rhode Island,44000,RI,Rhode Island,,,,,"542,514","520,813","21,701",4.0,"541,661","517,532","24,129",4.5,"550,244","522,201","28,043",5.1,"560,785","529,583","31,202",5.6,"555,679","526,489","29,190",5.3,"563,439","534,535","28,904",5.1,"571,586","541,675","29,911",5.2,"571,086","541,956","29,130",5.1,"568,229","525,187","43,042",7.6,"571,203","505,930","65,273",11.4,"571,505","504,957","66,548",11.6,"562,061","500,109","61,952",11.0,"560,204","502,897","57,307",10.2,"558,747","505,776","52,971",9.5,"556,635","513,406","43,229",7.8,"555,272","521,767","33,505",6.0,"553,231","524,438","28,793",5.2,"555,900","530,862","25,038",4.5,"558,221","535,520","22,701",4.1,"558,874","538,703","20,171",3.6,"541,680","490,845","50,835",9.4,"70,383",100.0,Rhode Island,110118,105801,103424,116176,120001,110145,110225,118849,74089,56939
41,40,SC,10396.033978695652,7944.085326521739,13075.94370573913,12124.857247826088,6645.348515739131,6562.758857217392,5355.842243217391,62104.86980608696,60021.241338315216,33.836081,-81.163725,South Carolina,45000,SC,South Carolina,,,,,"1,965,481","1,892,559","72,922",3.7,"1,941,956","1,839,246","102,710",5.3,"1,954,548","1,828,735","125,813",6.4,"1,999,485","1,855,599","143,886",7.2,"2,043,864","1,891,722","152,142",7.4,"2,071,111","1,919,644","151,467",7.3,"2,148,698","2,001,245","147,453",6.9,"2,155,198","2,024,493","130,705",6.1,"2,160,084","2,002,903","157,181",7.3,"2,166,737","1,919,307","247,430",11.4,"2,174,535","1,928,442","246,093",11.3,"2,185,171","1,957,493","227,678",10.4,"2,190,203","1,992,957","197,246",9.0,"2,197,876","2,034,404","163,472",7.4,"2,222,426","2,082,941","139,485",6.3,"2,267,837","2,134,087","133,750",5.9,"2,286,054","2,174,301","111,753",4.9,"2,297,079","2,200,602","96,477",4.2,"2,320,880","2,242,438","78,442",3.4,"2,367,685","2,302,573","65,112",2.8,"2,384,590","2,237,407","147,183",6.2,"56,360",100.0,South Carolina,726846,694350,721391,737955,785961,755487,770336,729833,635365,517674
42,41,SD,9607.76053581818,8673.512341454547,13965.178835454546,16936.346935272726,6624.026100545454,8883.498040727274,5848.400539090909,70538.72318727273,69327.77864583333,43.969515,-99.901813,South Dakota,46000,SD,South Dakota,,,,,"408,496","398,124","10,372",2.5,"413,493","401,072","12,421",3.0,"416,793","403,343","13,450",3.2,"421,524","406,897","14,627",3.5,"425,953","410,618","15,335",3.6,"429,361","414,088","15,273",3.6,"432,760","419,816","12,944",3.0,"436,295","423,910","12,385",2.8,"439,212","425,670","13,542",3.1,"441,300","421,123","20,177",4.6,"443,618","421,815","21,803",4.9,"445,866","425,367","20,499",4.6,"447,056","428,943","18,113",4.1,"447,479","430,834","16,645",3.7,"450,769","435,733","15,036",3.3,"453,091","439,293","13,798",3.0,"455,133","441,418","13,715",3.0,"456,799","442,629","14,170",3.1,"458,893","445,665","13,228",2.9,"463,283","449,422","13,861",3.0,"463,256","441,745","21,511",4.6,"60,414",100.0,South Dakota,89706,91620,84655,99891,94404,94966,94071,89295,81569,82558
43,42,TN,9742.246078105263,8404.915791789474,13388.35801288421,12628.856286442106,6575.432410863157,7788.3440544,4342.954588168422,62871.10726105263,59715.51192434211,35.517491,-86.580447,Tennessee,47000,TN,Tennessee,,,,,"2,849,026","2,738,785","110,241",3.9,"2,857,659","2,728,621","129,038",4.5,"2,898,948","2,750,424","148,524",5.1,"2,904,566","2,744,351","160,215",5.5,"2,897,792","2,742,911","154,881",5.3,"2,898,490","2,738,224","160,266",5.5,"3,014,749","2,856,079","158,670",5.3,"3,043,258","2,901,946","141,312",4.6,"3,060,778","2,862,093","198,685",6.5,"3,032,658","2,725,134","307,524",10.1,"3,093,118","2,789,056","304,062",9.8,"3,117,492","2,833,278","284,214",9.1,"3,096,322","2,849,727","246,595",8.0,"3,078,892","2,840,127","238,765",7.8,"3,043,573","2,842,540","201,033",6.6,"3,074,216","2,902,684","171,532",5.6,"3,136,399","2,987,679","148,720",4.7,"3,187,449","3,068,568","118,881",3.7,"3,250,678","3,137,661","113,017",3.5,"3,329,279","3,216,916","112,363",3.4,"3,289,426","3,043,894","245,532",7.5,"56,047",100.0,Tennessee,842331,857289,777755,867718,888747,918356,875361,878198,765026,656235
44,43,TX,11119.062746456691,7673.697072236221,13660.94247552756,13461.441193181105,6809.35802343307,7362.309620125985,4708.587249321259,64795.398351968506,66050.29426827018,31.968599,-99.901813,Texas,48000,TX,Texas,,,,,"10,388,337","9,932,973","455,364",4.4,"10,539,140","10,014,830","524,310",5.0,"10,742,014","10,061,049","680,965",6.3,"10,910,636","10,176,554","734,082",6.7,"10,998,258","10,336,114","662,144",6.0,"11,172,694","10,561,373","611,321",5.5,"11,335,112","10,770,786","564,326",5.0,"11,441,054","10,940,176","500,878",4.4,"11,677,743","11,110,499","567,244",4.9,"11,944,138","11,043,167","900,971",7.5,"12,260,100","11,255,444","1,004,656",8.2,"12,499,595","11,498,869","1,000,726",8.0,"12,639,465","11,794,975","844,490",6.7,"12,832,035","12,022,272","809,763",6.3,"13,006,202","12,333,076","673,126",5.2,"13,090,961","12,503,464","587,497",4.5,"13,346,836","12,728,898","617,938",4.6,"13,572,824","12,983,493","589,331",4.3,"13,812,790","13,274,820","537,970",3.9,"14,037,537","13,541,936","495,601",3.5,"13,983,319","12,915,337","1,067,982",7.6,"64,044",100.0,Texas,5854743,5765132,5494593,5710171,5820793,5771479,5712298,5695879,4976322,4536765
45,44,UT,11418.713450068966,8479.065999310345,14934.512679310345,12302.559405931032,7209.750201517241,11745.411428689657,9519.041265931037,75609.05436000001,75671.13106142242,39.32098,-111.093731,Utah,49000,UT,Utah,,,,,"1,142,860","1,104,750","38,110",3.3,"1,162,874","1,112,047","50,827",4.4,"1,179,433","1,112,581","66,852",5.7,"1,197,252","1,130,789","66,463",5.6,"1,231,740","1,170,046","61,694",5.0,"1,280,653","1,228,827","51,826",4.0,"1,333,278","1,295,285","37,993",2.8,"1,377,638","1,342,237","35,401",2.6,"1,385,646","1,339,394","46,252",3.3,"1,373,841","1,274,210","99,631",7.3,"1,350,173","1,242,907","107,266",7.9,"1,341,427","1,246,797","94,630",7.1,"1,348,557","1,284,149","64,408",4.8,"1,385,908","1,327,560","58,348",4.2,"1,415,779","1,364,353","51,426",3.6,"1,453,457","1,401,945","51,512",3.5,"1,500,137","1,449,981","50,156",3.3,"1,545,343","1,496,759","48,584",3.1,"1,573,618","1,527,697","45,921",2.9,"1,609,370","1,568,506","40,864",2.5,"1,632,215","1,555,782","76,433",4.7,"75,705",100.0,Utah,400573,388199,399117,397794,414476,417274,398299,393334,360274,306968
46,45,VA,12862.604801593983,8526.298745954888,13507.020366406015,13182.81443061654,7750.04326818045,11062.401409082708,9857.37505506767,76748.55800932331,76830.18952655075,37.431573,-78.656894,Virginia,51000,VA,Virginia,,,,,"3,606,390","3,524,481","81,909",2.3,"3,681,107","3,559,669","121,438",3.3,"3,739,499","3,576,530","162,969",4.4,"3,772,549","3,609,335","163,214",4.3,"3,814,529","3,658,421","156,108",4.1,"3,906,549","3,756,587","149,962",3.8,"3,976,503","3,844,285","132,218",3.3,"4,039,414","3,906,626","132,788",3.3,"4,128,589","3,952,723","175,866",4.3,"4,136,186","3,853,351","282,835",6.8,"4,163,293","3,858,466","304,827",7.3,"4,205,184","3,929,008","276,176",6.6,"4,217,529","3,967,151","250,378",5.9,"4,238,377","4,002,057","236,320",5.6,"4,258,856","4,040,908","217,948",5.1,"4,233,981","4,048,081","185,900",4.4,"4,254,348","4,084,822","169,526",4.0,"4,333,556","4,174,453","159,103",3.7,"4,361,378","4,232,972","128,406",2.9,"4,427,338","4,308,622","118,716",2.7,"4,346,644","4,075,237","271,407",6.2,"76,471",100.0,Virginia,1034424,1014834,874962,908234,1009466,979509,981173,971264,863567,722551
47,46,VT,13487.158854,10203.646728,14039.67381257143,15202.04032457143,8584.11321,11576.131465714285,10045.560134571428,83138.32448571429,77969.39453125,44.558803,-72.577841,Vermont,50000,VT,Vermont,,,,,"334,055","324,667","9,388",2.8,"338,145","326,980","11,165",3.3,"343,261","330,080","13,181",3.8,"346,380","331,239","15,141",4.4,"347,352","334,555","12,797",3.7,"349,521","337,407","12,114",3.5,"355,394","342,232","13,162",3.7,"353,268","339,367","13,901",3.9,"353,986","337,925","16,061",4.5,"359,282","337,018","22,264",6.2,"359,692","336,920","22,772",6.3,"357,676","337,779","19,897",5.6,"353,947","336,899","17,048",4.8,"350,175","334,684","15,491",4.4,"348,697","334,742","13,955",4.0,"346,512","334,262","12,250",3.5,"345,851","335,043","10,808",3.1,"347,128","336,659","10,469",3.0,"346,721","337,608","9,113",2.6,"344,385","336,403","7,982",2.3,"330,058","311,645","18,413",5.6,"63,293",100.0,Vermont,68944,60093,53056,53420,49750,40681,39972,43638,30387,23229
48,47,WA,14035.822855692306,9232.88268246154,14428.061044615386,10864.519755076924,8431.16968123077,11674.968127384614,6981.485965538462,75648.91015076922,74820.33814102564,47.751074,-120.740139,Washington,53000,WA,Washington,,,,,"3,087,680","2,929,824","157,856",5.1,"3,085,655","2,900,354","185,301",6.0,"3,101,001","2,881,326","219,675",7.1,"3,136,253","2,910,008","226,245",7.2,"3,189,389","2,988,316","201,073",6.3,"3,259,772","3,077,058","182,714",5.6,"3,330,058","3,164,354","165,704",5.0,"3,401,404","3,244,794","156,610",4.6,"3,474,043","3,291,664","182,379",5.2,"3,463,713","3,176,729","286,984",8.3,"3,458,451","3,142,109","316,342",9.1,"3,437,871","3,144,459","293,412",8.5,"3,468,738","3,203,294","265,444",7.7,"3,460,772","3,230,947","229,825",6.6,"3,495,153","3,287,904","207,249",5.9,"3,554,826","3,361,249","193,577",5.4,"3,648,558","3,459,527","189,031",5.2,"3,724,636","3,552,578","172,058",4.6,"3,811,863","3,645,260","166,603",4.4,"3,909,319","3,747,162","162,157",4.1,"3,914,869","3,585,782","329,087",8.4,"78,674",100.0,Washington,801215,749936,796579,865282,936767,937962,933183,940952,630600,459596
49,48,WI,10453.766250166667,8124.202130666667,13645.080319666666,13253.915261666663,6731.5306218333335,12317.522678,8624.602324666666,73150.61948166667,74495.81586371528,43.78444,-88.787868,Wisconsin,55000,WI,Wisconsin,,,,,"2,985,643","2,884,737","100,906",3.4,"3,017,681","2,884,305","133,376",4.4,"3,016,760","2,856,234","160,526",5.3,"3,045,298","2,873,956","171,342",5.6,"3,034,621","2,883,573","151,048",5.0,"3,029,662","2,885,671","143,991",4.8,"3,066,266","2,923,575","142,691",4.7,"3,087,598","2,938,876","148,722",4.8,"3,098,931","2,945,874","153,057",4.9,"3,112,494","2,833,292","279,202",9.0,"3,082,935","2,820,620","262,315",8.5,"3,072,157","2,839,987","232,170",7.6,"3,070,033","2,857,150","212,883",6.9,"3,077,801","2,871,988","205,813",6.7,"3,077,981","2,913,764","164,217",5.3,"3,084,207","2,947,048","137,159",4.4,"3,110,466","2,988,744","121,722",3.9,"3,122,309","3,020,168","102,141",3.3,"3,106,532","3,012,801","93,731",3.0,"3,094,325","2,993,025","101,300",3.3,"3,065,402","2,872,609","192,793",6.3,"64,177",100.0,Wisconsin,474052,466930,476388,506363,518246,494532,498050,505462,407618,314933
50,49,WV,9264.1717128,7737.175183636363,13462.662652145456,20142.651212072728,6160.2584733818185,10107.86561629091,10024.918307345455,76899.70326545453,58596.51917613636,38.597626,-80.454903,West Virginia,54000,WV,West Virginia,,,,,"799,081","754,457","44,624",5.6,"796,596","753,657","42,939",5.4,"798,709","747,040","51,669",6.5,"791,841","739,896","51,945",6.6,"789,527","743,989","45,538",5.8,"794,557","751,202","43,355",5.5,"804,910","763,325","41,585",5.2,"804,305","765,517","38,788",4.8,"806,254","768,294","37,960",4.7,"811,270","743,870","67,400",8.3,"810,101","739,891","70,210",8.7,"806,568","743,346","63,222",7.8,"808,022","749,587","58,435",7.2,"799,481","745,849","53,632",6.7,"795,733","743,955","51,778",6.5,"791,526","739,455","52,071",6.6,"785,104","737,205","47,899",6.1,"783,778","742,743","41,035",5.2,"793,448","752,244","41,204",5.2,"798,289","758,989","39,300",4.9,"792,156","726,023","66,133",8.3,"48,659",100.0,West Virginia,275611,251709,259978,250222,262794,272782,264082,254261,156077,106941
51,50,WY,11088.730434782608,8930.964512347826,14694.428992695654,18008.334870260867,7253.924956695652,15455.258306086957,8858.131518260869,84289.77366782608,78918.05502717392,43.075968,-107.290284,Wyoming,56000,WY,Wyoming,,,,,"265,701","255,726","9,975",3.8,"268,393","258,172","10,221",3.8,"269,405","258,571","10,834",4.0,"272,804","260,995","11,809",4.3,"274,736","264,187","10,549",3.8,"279,083","269,172","9,911",3.6,"284,826","276,310","8,516",3.0,"290,748","283,072","7,676",2.6,"296,620","287,909","8,711",2.9,"299,893","281,123","18,770",6.3,"301,893","280,953","20,940",6.9,"302,932","284,273","18,659",6.2,"303,748","287,110","16,638",5.5,"302,201","287,792","14,409",4.8,"302,865","289,694","13,171",4.3,"301,608","288,894","12,714",4.2,"300,546","284,439","16,107",5.4,"295,869","283,165","12,704",4.3,"294,892","282,956","11,936",4.0,"296,299","285,292","11,007",3.7,"296,801","279,462","17,339",5.8,"66,152",100.0,Wyoming,74486,72186,71703,80707,83761,84035,84401,77766,69582,65487
